name,var_name,var_value,region,type,carrier,tech
seawater-source,invest_out_bus,-0.0,,dispatchable,water,source
drinking-water-storage,flow_in_water,7533.5738793221,,storage,water,storage
service-water-storage,flow_in_water,1535.9601885689053,,storage,water,storage
drinking-water-storage,flow_out_water,7235.244390829962,,storage,water,storage
service-water-storage,flow_out_water,1475.1361650551,,storage,water,storage
drinking-water-storage,invest,27.247762,,storage,water,storage
service-water-storage,invest,0.0,,storage,water,storage
drinking-water-storage,invest_costs,8337.815171999997,,storage,water,storage
service-water-storage,invest_costs,0.0,,storage,water,storage
drinking-water-storage,invest_costs_in_water,0.0,,storage,water,storage
service-water-storage,invest_costs_in_water,0.0,,storage,water,storage
drinking-water-storage,invest_costs_out_water,0.0,,storage,water,storage
service-water-storage,invest_costs_out_water,0.0,,storage,water,storage
drinking-water-storage,invest_in_water,5.8495524,,storage,water,storage
service-water-storage,invest_in_water,0.8,,storage,water,storage
drinking-water-storage,invest_out_water,5.8495524,,storage,water,storage
service-water-storage,invest_out_water,0.8,,storage,water,storage
drinking-water-storage,storage_losses,298.3294884921379,,storage,water,storage
service-water-storage,storage_losses,60.82402351380529,,storage,water,storage
river-water-uptake,flow_out_water,13383.8,,volatile,water,water-uptake-and-pipe
brine-excess,flow_in_bus,0.0,,excess,,
elec-demand,flow_in_elec,382499.42411342904,DE,load,,
electricity-excess,flow_in_elec,38794.98282545999,,excess,,
excess-river-flow,flow_in_flow,0.0,,excess,,
drinking-water-demand,flow_in_water,10494.13179,DE,load,,
excess-drinking-water,flow_in_water,0.0,,excess,,
excess-service-water,flow_in_water,4905.037643393,,excess,,
service-water-demand,flow_in_water,24151.356044028,CO,load,,
system,total_system_cost,254951.73335479997,,,,
