name,var_name,var_value,region,type,carrier,tech
water-filtration-system,invest_costs_out_water,1526.3195175999995,,water-filtration,water,filtration
water-filtration-system,invest_out_water,5.8459313,,water-filtration,water,filtration
water pump,flow_in_bus,34613.778528001,,water-pump,water,pumping
water pump,flow_in_elec,14148.381979011,,water-pump,water,pumping
water pump,flow_out_water,34613.778528001,,water-pump,water,pumping
water pump,invest_costs_out_water,66790.06543636361,,water-pump,water,pumping
water pump,invest_out_water,16.29315,,water-pump,water,pumping
rainwater-harvesting,flow_out_water,0.0,,volatile,water,rainwater-harvesting
rainwater-harvesting,invest_costs_out_water,-0.0,,volatile,water,rainwater-harvesting
rainwater-harvesting,invest_out_water,-0.0,,volatile,water,rainwater-harvesting
seawater-reverse-osmosis,flow_in_bus,0.0,,,water,ro
seawater-reverse-osmosis,flow_in_elec,0.0,,,water,ro
seawater-reverse-osmosis,flow_out_bus,0.0,,,water,ro
seawater-reverse-osmosis,flow_out_water,0.0,,,water,ro
seawater-reverse-osmosis,invest_costs_in_bus,-0.0,,,water,ro
seawater-reverse-osmosis,invest_in_bus,-0.0,,,water,ro
groundwater,flow_out_bus,34613.778528001,,dispatchable,water,source
precipitation,flow_out_bus,0.0,,dispatchable,water,source
seawater-source,flow_out_bus,0.0,,dispatchable,water,source
bottled-water,flow_out_water,0.0,,dispatchable,water,source
water-truck,flow_out_water,23.288312414,,dispatchable,water,source
groundwater,invest_costs_out_bus,0.0,,dispatchable,water,source
precipitation,invest_costs_out_bus,-0.0,,dispatchable,water,source
seawater-source,invest_costs_out_bus,-0.0,,dispatchable,water,source
bottled-water,invest_costs_out_water,-0.0,,dispatchable,water,source
water-truck,invest_costs_out_water,0.0,,dispatchable,water,source
groundwater,invest_out_bus,16.29315,,dispatchable,water,source
precipitation,invest_out_bus,-0.0,,dispatchable,water,source
seawater-source,invest_out_bus,-0.0,,dispatchable,water,source
bottled-water,invest_out_water,-0.0,,dispatchable,water,source
water-truck,invest_out_water,2.839518,,dispatchable,water,source
drinking-water-storage,flow_in_water,0.0,,storage,water,storage
service-water-storage,flow_in_water,763.3955353580001,,storage,water,storage
drinking-water-storage,flow_out_water,0.0,,storage,water,storage
service-water-storage,flow_out_water,733.165072145,,storage,water,storage
drinking-water-storage,invest,-0.0,,storage,water,storage
service-water-storage,invest,0.0,,storage,water,storage
drinking-water-storage,invest_costs,-0.0,,storage,water,storage
service-water-storage,invest_costs,0.0,,storage,water,storage
drinking-water-storage,invest_costs_in_water,-0.0,,storage,water,storage
service-water-storage,invest_costs_in_water,0.0,,storage,water,storage
drinking-water-storage,invest_costs_out_water,-0.0,,storage,water,storage
service-water-storage,invest_costs_out_water,0.0,,storage,water,storage
drinking-water-storage,invest_in_water,-0.0,,storage,water,storage
service-water-storage,invest_in_water,0.4,,storage,water,storage
drinking-water-storage,invest_out_water,-0.0,,storage,water,storage
service-water-storage,invest_out_water,0.4,,storage,water,storage
drinking-water-storage,storage_losses,0.0,,storage,water,storage
service-water-storage,storage_losses,30.23046321300012,,storage,water,storage
drinking-water-storage,summed_variable_costs_out_water,0.0,,storage,water,storage
service-water-storage,summed_variable_costs_out_water,73.31650721449999,,storage,water,storage
brine-excess,flow_in_bus,0.0,,excess,,
elec-demand,flow_in_elec,380897.046118888,CO,load,,
electricity-excess,flow_in_elec,51871.286994631,,excess,,
drinking-water-demand,flow_in_water,10494.131789996,CO,load,,
excess-drinking-water,flow_in_water,0.0,,excess,,
excess-service-water,flow_in_water,0.0,,excess,,
service-water-demand,flow_in_water,24141.612587007,CO,load,,
system,total_system_cost,197105.2779518921,,,,
